병원명,업무구분,대표전화,주소,위도,경도,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,일요일진료,데이터기준일자
이지의원,응급의료기관 이외 > 의원,031-409-8133,"경기도 안산시 단원구 도일로 60-15, 210호 (신길동, 센타프라자)",37.3362585,126.7842713,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,,2020-09-25
인플란트치과의원,응급의료기관 이외 > 치과의원,031-8042-2111,"경기도 안산시 단원구 고잔2길 41, 신양복합빌딩 401, 402호 (고잔동)",37.3179032,126.8356354,09:30~18:30,09:30~20:00,09:30~18:30,09:30~20:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
임정신과의원,응급의료기관 이외 > 의원,031-402-1285,"경기도 안산시 단원구 화랑로 358, 2층 (고잔동, 자유센터)",37.3209232,126.8274078,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
서울안과의원,응급의료기관 이외 > 의원,031-507-0234,"경기도 안산시 단원구 광덕대로 174, B동 407,505호 (고잔동, 월드타운)",37.3119044,126.8310271,10:00~20:00,10:00~18:30,10:00~18:30,10:00~20:00,10:00~18:30,09:40~14:00,-,-,,2020-09-25
고잔방사선과의원,응급의료기관 이외 > 의원,031-504-7577,"경기도 안산시 단원구 광덕대로 151, 508호 (고잔동, 삼영타운)",37.3100079,126.8289635,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
닥터준의원,응급의료기관 이외 > 의원,031-364-8253,"경기도 안산시 단원구 선부광장1로 56, 3층 306호 (선부동)",37.3365541,126.8107141,09:30~21:00,09:30~18:30,09:30~21:00,09:30~13:00,09:30~21:00,09:30~16:00,-,-,,2020-09-25
더베스트내과의원,응급의료기관 이외 > 의원,031-487-1119,"경기도 안산시 단원구 광덕대로 154, 로데오타운 A동 202,205,216-1,217,218,220~222호 (고잔동)",37.3101309,126.8307263,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
맑은누리의원,응급의료기관 이외 > 의원,031-411-7979,"경기도 안산시 단원구 광덕대로 181 (고잔동, (고잔동 BYC빌딩 505호))",37.3127556,126.8292665,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
미소인치과의원,응급의료기관 이외 > 치과의원,031-405-2275,"경기도 안산시 단원구 원선1로 38, 211~214호 (초지동, 두산위브아파트상가)",37.3262273,126.8040359,09:30~18:30,09:30~18:30,09:30~20:00,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
세종정형외과의원,응급의료기관 이외 > 의원,031-439-7500,"경기도 안산시 단원구 초지로 100, 306~308호 (초지동, 세종프라자)",37.3632453,126.7304037,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
안산방사선과의원,응급의료기관 이외 > 의원,031-487-0304,"경기도 안산시 단원구 광덕2로 164, 2층 (고잔동, 메디피아빌딩)",37.3096135,126.8283383,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,,2020-09-25
에스안과의원,응급의료기관 이외 > 의원,031-413-8555,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 401,403-1,404,406,407,408-1호 (고잔동)",37.3188958,126.8348793,09:30~18:30,09:30~20:00,09:30~18:30,09:30~18:30,09:30~18:30,09:00~14:00,-,-,,2020-09-25
우리마취통증의학과의원,응급의료기관 이외 > 의원,031-411-7582,"경기도 안산시 단원구 예술대학로 9, 401,402호 (고잔동, 보배프라자)",37.3177883,126.8365104,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
원곡하늘의원,응급의료기관 이외 > 의원,031-492-1355,경기도 안산시 단원구 원곡1로 47 (원곡동),37.3303539,126.7953079,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~16:00,09:00~16:00,Y,2020-09-25
유디중앙역치과의원,응급의료기관 이외 > 치과의원,031-480-4040,"경기도 안산시 단원구 고잔1길 7, 7층 (고잔동, 석탑프라자)",37.3186948,126.8342242,09:30~18:30,09:30~18:30,09:30~18:30,09:30~20:00,09:30~18:30,09:30~14:30,-,-,,2020-09-25
윤정신과의원,응급의료기관 이외 > 의원,031-402-7575,"경기도 안산시 단원구 예술대학로 9, 306호 (고잔동, 보배프라자)",37.3177883,126.8365104,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
차앤박피부과의원,응급의료기관 이외 > 의원,031-405-7878,"경기도 안산시 단원구 중앙대로 907, 1동 (고잔동, 안산종합상가1402~1404호, 1405호일부)",37.3170906,126.8371847,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,09:30~16:00,-,-,,2020-09-25
최원호안과의원,응급의료기관 이외 > 의원,031-439-7557,"경기도 안산시 단원구 선부광장1로 62, 302호 (선부동, 동원상가)",37.3362604,126.811265,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
코알라소아청소년과의원,응급의료기관 이외 > 의원,031-439-2223,"경기도 안산시 단원구 화랑로 160, 단지내 상가 203~205호 (초지동)",37.3259089,126.8090701,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,09:00~19:00,09:00~13:00,-,-,,2020-09-25
코코이비인후과의원,응급의료기관 이외 > 의원,031-487-1410,"경기도 안산시 단원구 원초로 30 (원곡동, 보성프라자 408호)",37.3286163,126.8016323,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
탐탐성형외과의원,응급의료기관 이외 > 의원,031-414-5858,"경기도 안산시 단원구 예술대학로 11, 303호 (고잔동, 해남빌딩)",37.3180769,126.8365364,10:00~18:00,10:00~18:00,13:00~18:00,10:00~18:00,10:00~21:00,10:00~15:00,-,-,,2020-09-25
평화의원,응급의료기관 이외 > 의원,031-494-6004,"경기도 안산시 단원구 다문화길 15, 2층 (원곡동)",37.3295854,126.7902764,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,Y,2020-09-25
푸른솔내과의원,응급의료기관 이외 > 의원,031-413-0875,"경기도 안산시 단원구 광덕서로 86, 202,203호 (고잔동, 안산법조타운)",37.3105078,126.8274358,09:30~19:00,09:30~13:30,09:30~19:00,09:30~13:30,09:30~19:00,09:30~13:30,-,-,,2020-09-25
필미즈의원,응급의료기관 이외 > 의원,031-484-7447,"경기도 안산시 단원구 선부광장1로 56, 303호 (선부동)",37.3365541,126.8107141,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
한마음소아청소년과의원,응급의료기관 이외 > 의원,031-482-9119,"경기도 안산시 단원구 광덕동로 75, 사또타워 105호 (고잔동)",37.2874876,126.8535252,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,09:00~15:30,09:00~13:00,09:00~13:00,Y,2020-09-25
한사랑외과의원,응급의료기관 이외 > 의원,031-475-1075,"경기도 안산시 단원구 선부광장1로 22, 201~204호 (선부동)",37.3359474,126.8077355,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:00~13:00,-,-,,2020-09-25
미앤미의원,응급의료기관 이외 > 의원,031-439-0110,"경기도 안산시 단원구 고잔1길 7, 3층 304호 (고잔동, 석탑프라자)",37.3186948,126.8342242,10:00~19:00,10:00~19:00,13:00~21:00,10:00~19:00,13:00~21:00,10:00~16:00,-,-,,2020-09-25
원곡바른메지칼의원,응급의료기관 이외 > 의원,031-491-7585,경기도 안산시 단원구 원곡로 55 (원곡동),37.3320355,126.7938209,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~16:00,09:00~16:00,Y,2020-09-25
경희매일아침한의원,응급의료기관 이외 > 한의원,031-413-0930,"경기도 안산시 단원구 화랑로 159, 단지내 상가 2층 202,203호 (초지동)",37.3259089,126.8090701,09:30~19:00,09:30~20:30,09:30~19:00,09:30~20:30,09:30~19:00,09:30~14:00,-,09:30~14:00,,2020-09-25
제일조은내과의원,응급의료기관 이외 > 의원,031-365-5775,"경기도 안산시 단원구 선부광장로 23, 안산세이브시티 3층 301(일부)호 (선부동)",37.336212,126.8097272,09:00~21:00,09:00~18:00,09:00~21:00,09:00~18:00,09:00~21:00,09:00~14:00,09:00~13:00,09:00~13:00,Y,2020-09-25
프로포즈성형외과의원,응급의료기관 이외 > 의원,031-485-8275,"경기도 안산시 단원구 고잔1길 17, 402,403,501호 (고잔동, 대유빌딩)",37.3186181,126.8356848,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~16:00,-,-,,2020-09-25
고잔제일소아과의원,응급의료기관 이외 > 의원,031-401-5990,"경기도 안산시 단원구 원포공원1로 49, 201,202호 (초지동, 태영타운)",37.3024252,126.8124097,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~16:00,09:00~16:00,Y,2020-09-25
안산윤내과의원,응급의료기관 이외 > 의원,031-487-8072,"경기도 안산시 단원구 초지동로 35, 2층 (초지동)",37.3069635,126.8165712,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-,,2020-09-25
연세88마취통증의학과의원,응급의료기관 이외 > 의원,031-401-8575,"경기도 안산시 단원구 광덕대로 174, B동 405호 (고잔동, 월드타운)",37.3119044,126.8310271,09:00~19:00,09:00~19:00,08:30~14:00,09:00~19:00,09:00~19:00,08:30~14:00,-,-,,2020-09-25
이제심혈을다하는내과의원,응급의료기관 이외 > 의원,031-405-6026,"경기도 안산시 단원구 광덕대로 168, 신화타운 203호 (고잔동)",37.3113004,126.8308131,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
박지훈한의원,응급의료기관 이외 > 한의원,031-492-8787,"경기도 안산시 단원구 원본로 26, 3층 (원곡동)",37.3303556,126.7925546,09:00~21:00,09:00~18:00,09:00~21:00,09:00~18:00,09:00~21:00,09:00~14:00,-,-,,2020-09-25
선부재활의학과의원,응급의료기관 이외 > 의원,031-403-7588,"경기도 안산시 단원구 선부광장1로 70, 401호 (선부동, 군자빌딩)",37.3358934,126.8119088,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
심일정신건강의학과의원,응급의료기관 이외 > 의원,031-411-8110,"경기도 안산시 단원구 원포공원1로 35, 303,304호 (초지동)",37.3018234,126.8124761,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,,2020-09-25
이해박는집치과의원,응급의료기관 이외 > 치과의원,031-475-2855,"경기도 안산시 단원구 고잔1길 33, 5층 (고잔동, 봉산빌딩)",37.3184237,126.8372402,10:00~18:00,10:00~18:00,10:00~20:30,10:00~18:00,10:00~18:00,10:00~14:00,-,-,,2020-09-25
탑정형외과의원,응급의료기관 이외 > 의원,031-418-2772,"경기도 안산시 단원구 고잔로 88, 401~404호 (고잔동)",37.3187701,126.8360079,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
한마음의원,응급의료기관 이외 > 의원,031-405-7583,"경기도 안산시 단원구 석수로5길 8, 2층 (선부동)",37.3432874,126.8067471,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
연세이앤미치과의원,응급의료기관 이외 > 치과의원,031-484-9004,경기도 안산시 단원구 광덕대로 161 (고잔동),37.3109591,126.8291003,10:00~19:00,10:00~19:00,10:00~20:00,10:00~19:00,10:00~19:00,10:00~13:00,-,-,,2020-09-25
연세스타치과의원,응급의료기관 이외 > 치과의원,031-411-2875,"경기도 안산시 단원구 고잔로 88, 405호 (고잔동)",37.3187701,126.8360079,10:00~20:30,10:00~19:00,10:00~20:30,10:00~19:00,10:00~19:00,09:00~14:00,-,-,,2020-09-25
이희승내과의원,응급의료기관 이외 > 의원,031-480-3718,경기도 안산시 단원구 당곡2로 23 (고잔동),37.3249554,126.8378893,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:30,-,-,,2020-09-25
오름한의원,응급의료기관 이외 > 한의원,031-481-7121,"경기도 안산시 단원구 고잔로 102, 301호 (고잔동)",37.3191108,126.8337949,10:00~20:30,10:00~19:00,10:00~20:30,10:00~19:00,10:00~19:00,09:30~13:00,-,-,,2020-09-25
춘하한의원,응급의료기관 이외 > 한의원,031-405-7275,"경기도 안산시 단원구 광덕대로 181, 401호 (고잔동, BYC빌딩)",37.3127556,126.8292665,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~14:00,-,-,,2020-09-25
안산시단원보건소,응급의료기관 이외 > 보건소,1666-1234,경기도 안산시 단원구 화랑로 250 (초지동),37.3259089,126.8090701,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
미소로한의원,응급의료기관 이외 > 한의원,031-411-4647,"경기도 안산시 단원구 예술대학로 17, 4층 408호 (고잔동, 안산중앙노블레스)",37.3185883,126.8364913,10:00~19:00,10:00~21:00,10:00~19:00,10:00~21:00,10:00~19:00,09:00~14:00,-,-,,2020-09-25
E-믿음치과의원,응급의료기관 이외 > 치과의원,031-480-2804,"경기도 안산시 단원구 광덕2로 164, 5층 (고잔동, 메디피아빌딩)",37.3096135,126.8283383,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
청담정형외과의원,응급의료기관 이외 > 의원,031-486-2888,"경기도 안산시 단원구 선부광장1로 38, 303,304호 (선부동, 상록타운)",37.3365975,126.8093841,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
이석우피부과의원,응급의료기관 이외 > 의원,031-405-0803,"경기도 안산시 단원구 선부광장1로 72, 309호 (선부동, 훼미리프라자)",37.3357267,126.8122422,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
이상기이비인후과의원,응급의료기관 이외 > 의원,031-484-7700,경기도 안산시 단원구 화랑로 103 (원곡동),37.3271917,126.8008523,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
맑은샘이비인후과의원,응급의료기관 이외 > 의원,031-401-3175,"경기도 안산시 단원구 라성로 43, 벽산블루밍아파트 402,403,404,404-1,216호 (원곡동)",37.3274681,126.8003006,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
청담BS한의원,응급의료기관 이외 > 한의원,031-405-7975,"경기도 안산시 단원구 광덕대로 174, A동 401호 (고잔동, 월드타운)",37.3119357,126.831011,10:00~19:00,10:00~20:30,10:00~19:00,10:00~20:30,10:00~19:00,10:00~16:00,-,-,,2020-09-25
공단제일치과의원,응급의료기관 이외 > 치과의원,031-508-2875,"경기도 안산시 단원구 성곡로 176, 112호 (성곡동, 타원타크라지식산업센타)",37.3198801,126.7583015,09:30~19:00,09:30~21:00,09:30~19:00,09:30~21:00,09:30~19:00,09:30~13:00,-,-,,2020-09-25
발머스한의원,응급의료기관 이외 > 한의원,031-438-7030,"경기도 안산시 단원구 광덕서로 86, 501호 (고잔동, 안산법조타운)",37.3105078,126.8274358,10:00~21:00,10:00~19:00,-,14:00~21:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
정우석정형외과의원,응급의료기관 이외 > 의원,031-487-2119,"경기도 안산시 단원구 라성안길 17, 301, 308호 (원곡동, 베스트플라자)",37.3277113,126.8023345,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
한국치과병원,응급의료기관 이외 > 치과병원,031-506-3651,"경기도 안산시 단원구 광덕서로 86, 4층 (고잔동, 안산법조타운)",37.3105078,126.8274358,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
월드코아의원,응급의료기관 이외 > 의원,031-433-2088,경기도 안산시 단원구 중앙대로 915 (고잔동),37.3175094,126.8310318,10:00~18:00,10:00~18:00,10:00~18:00,14:00~19:00,10:00~18:00,09:00~13:00,-,-,,2020-09-25
우피부과의원,응급의료기관 이외 > 의원,031-480-7461,"경기도 안산시 단원구 고잔1길 16, 502호 (고잔동, 중앙마케이트)",37.3179515,126.8351571,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~15:00,-,-,,2020-09-25
우리동네정신건강의학과의원,응급의료기관 이외 > 의원,031-483-7577,"경기도 안산시 단원구 중앙대로 915, 501호,504호 (고잔동, 월드코아빌딩)",37.3171461,126.8382957,09:30~18:30,09:30~17:00,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
에이치앤에이치치과의원,응급의료기관 이외 > 치과의원,031-495-2275,경기도 안산시 단원구 도일로 60-15 (신길동),37.3362585,126.7842713,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
효치과의원,응급의료기관 이외 > 치과의원,031-414-2835,경기도 안산시 단원구 라성로 36 (원곡동),37.3271917,126.8008523,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,,2020-09-25
현대치과의원,응급의료기관 이외 > 치과의원,031-494-4907,"경기도 안산시 단원구 산단로 326, A동 308호 (원곡동, 안산유통상가)",37.3240332,126.7876451,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~12:00,-,-,,2020-09-25
행복한어린이치과의원,응급의료기관 이외 > 치과의원,031-410-2275,"경기도 안산시 단원구 선부광장1로 56, 206~210호 (선부동, 일성빌딩)",37.3367363,126.8108446,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:30~14:00,-,-,,2020-09-25
한사랑치과의원,응급의료기관 이외 > 치과의원,031-507-2875,"경기도 안산시 단원구 광덕1로 159, 302호 (고잔동, 대림프라자)",37.3080712,126.8273698,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
신치과의원,응급의료기관 이외 > 치과의원,031-484-6226,"경기도 안산시 단원구 원선로 50, 306호 (원곡동, 벽산블루밍상가)",37.3285104,126.7996578,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~14:00,-,-,,2020-09-25
신길치과의원,응급의료기관 이외 > 치과의원,031-494-7582,"경기도 안산시 단원구 도일로 60-13, 2층 (신길동)",37.3362585,126.7842713,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,,2020-09-25
선부푸른치과의원,응급의료기관 이외 > 치과의원,031-410-7528,"경기도 안산시 단원구 선부로 185, 301호 (선부동, 대흥빌딩)",37.3419205,126.8156583,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~13:30,-,-,,2020-09-25
서울이플란트치과의원,응급의료기관 이외 > 치과의원,031-408-2875,"경기도 안산시 단원구 선부광장1로 69, 215호 (선부동, 한양산호상가)",37.3362544,126.8125477,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~14:00,-,-,,2020-09-25
서울은치과의원,응급의료기관 이외 > 치과의원,031-414-2894,"경기도 안산시 단원구 선삼로 21, 3층 (선부동)",37.3447883,126.8155997,10:00~19:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
